,0,1,2,3
0,0.5167867978100605,0.8955078952235629,-0.16149597591542816,-1.043954908753339
1,-1.9960150256650253,-0.27079526026121814,-0.3831635338765085,0.7209724593228249
2,0.3472245757902731,-0.8980380010411358,0.31686663922033764,-0.9152110872942296
3,0.7343393531854054,0.3347388684660668,-1.2619014468690914,0.35713001856186605
4,0.3319412329977619,-1.3358577788072479,1.277812560454038,-1.5605260730604016
5,-0.07807673380599185,1.0913015937697532,-0.29236519212585693,-1.1916530625801345
6,2.24915838916051,1.0888419884207512,-0.02464762660823487,0.5486353704665135
7,1.1111842344690037,0.16461085277311413,0.6686684294340857,-1.0785817074714807
8,-1.7685717474200506,0.503183102786583,-0.7652550271252334,0.5299220715414837
9,-0.29606391114118547,-0.8958846495556028,-1.5318631726368468,0.57900492368943
