,0,1,2,3
0,0.06181016094458585,-0.7747801611502605,-1.9493653674354403,-0.034299242775199405
1,-0.5397105252528698,-1.4238289819273282,0.7882603431122162,1.2839478908044526
2,-0.5852647476391507,-0.1026284208415604,0.42285201829443403,-0.27873714584769593
3,-0.39742080340026603,-0.13898122043872171,1.8260192111004054,-0.3379195268766301
4,-0.04818039909682629,-2.9184246405989445,-0.6104287885140235,-0.6601841090050797
5,-0.5979913558992317,-0.4240430192078909,1.332387077270536,0.6812901754228743
6,-0.22319200971855133,1.6059437140311918,0.334422426417419,0.35219819916532696
7,-0.9175891696185013,-1.1214435548337915,0.10727380600450974,0.9726253461386584
8,-0.19466039342513092,-0.3064727352159196,2.2074541363186073,0.6377327327471316
9,0.3757394695029173,1.416579461945102,-0.5309428660824637,-0.28428010974656504
